N,n_bin,P,p_bin,K,k_bin,temperature,temp_bin,humidity,humidity_bin,pH,pH_bin,rainfall,rainfall_bin,label,,,,,Range,,,33 percentile,66 percentile,Categorical Bins (for NB),,
54,Medium,67,High,52,High,35.68,High,93.31,High,6.59,Medium,141.34,High,papaya,,,,,,,,,,,,
69,High,67,High,52,High,27.72,High,94.44,High,6.83,High,82.83,Low,papaya,,,,,,,,,,,,
67,Medium,68,High,49,Medium,35.27,High,92.38,High,6.82,High,149.85,High,papaya,,,,,,,,,,,,
45,Medium,57,Medium,47,Medium,23.17,Low,90.79,High,6.66,High,161.69,High,papaya,,,,,,,,,,,,
56,Medium,50,Medium,52,High,33.09,High,92.25,High,6.77,High,88.13,Medium,papaya,,,,,,,,,,,,
70,High,50,Medium,53,High,37.46,High,90.45,Medium,6.93,High,172.35,High,papaya,,,,,,,,,,,,
44,Medium,47,Medium,45,Medium,38.73,High,94.74,High,6.58,Medium,218.14,High,papaya,,,,,,,,,,,,
50,Medium,60,High,47,Medium,32.58,High,92.75,High,6.93,High,93.79,Medium,papaya,,,,,,,,,,,,
52,Medium,51,Medium,53,High,38.38,High,93.10,High,6.99,High,210.27,High,papaya,,,,,,,,,,,,
35,Medium,68,High,45,Medium,42.94,High,90.09,Medium,6.61,High,234.85,High,papaya,,,,,,,,,,,,
68,Medium,69,High,52,High,25.65,Medium,92.75,High,6.81,High,52.95,Low,papaya,,,,,,,,,,,,
32,Medium,55,Medium,52,High,37.59,High,92.00,High,6.97,High,159.66,High,papaya,,,,,,,,,,,,
32,Medium,55,Medium,51,Medium,29.61,High,93.16,High,6.57,Medium,62.69,Low,papaya,,,,,,,,,,,,
48,Medium,62,High,47,Medium,25.35,Medium,93.03,High,6.80,High,174.40,High,papaya,,,,,,,,,,,,
39,Medium,69,High,53,High,25.93,Medium,93.02,High,6.96,High,241.82,High,papaya,,,,,,,,,,,,
49,Medium,61,High,45,Medium,32.77,High,94.57,High,6.76,High,240.48,High,papaya,,,,,,,,,,,,
48,Medium,57,Medium,54,High,29.02,High,90.20,Medium,6.62,High,126.81,High,papaya,,,,,,,,,,,,
69,High,66,High,49,Medium,40.00,High,90.17,Medium,6.53,Medium,92.12,Medium,papaya,,,,,,,,,,,,
53,Medium,55,Medium,55,High,33.32,High,91.25,High,6.71,High,234.50,High,papaya,,,,,,,,,,,,
38,Medium,61,High,52,High,31.23,High,94.94,High,6.62,High,46.44,Low,papaya,,,,,,,,,,,,
57,Medium,64,High,55,High,26.68,Medium,92.96,High,6.58,Medium,62.51,Low,papaya,,,,,,,,,,,,
51,Medium,57,Medium,55,High,24.71,Medium,90.15,Medium,6.68,High,108.41,Medium,papaya,,,,,,,,,,,,
56,Medium,65,High,45,Medium,38.20,High,93.97,High,6.75,High,218.09,High,papaya,,,,,,,,,,,,
54,Medium,66,High,52,High,36.57,High,93.80,High,6.87,High,104.42,Medium,papaya,,,,,,,,,,,,
58,Medium,55,Medium,47,Medium,26.05,Medium,93.69,High,6.74,High,240.69,High,papaya,,,,,,,,,,,,
68,Medium,70,High,54,High,31.30,High,92.76,High,6.99,High,54.78,Low,papaya,,,,,,,,,,,,
42,Medium,59,High,55,High,40.10,High,94.35,High,6.98,High,149.12,High,papaya,,,,,,,,,,,,
43,Medium,64,High,47,Medium,38.59,High,91.58,High,6.83,High,102.27,Medium,papaya,,,,,,,,,,,,
35,Medium,67,High,49,Medium,41.31,High,91.15,High,6.62,High,239.74,High,papaya,,,,,,,,,,,,
56,Medium,59,High,55,High,37.04,High,91.79,High,6.55,Medium,188.52,High,papaya,,,,,,,,,,,,
39,Medium,64,High,53,High,23.01,Low,91.07,High,6.60,High,208.34,High,papaya,,,,,,,,,,,,
18,Low,30,Medium,29,Low,26.76,Medium,92.86,High,6.42,Medium,224.59,High,coconut,,,,,,,,,,,,
37,Medium,23,Low,28,Low,25.61,Medium,94.31,High,5.74,Low,224.32,High,coconut,,,,,,,,,,,,
13,Low,28,Medium,33,Low,28.13,High,95.65,High,5.69,Low,151.08,High,coconut,,,,,,,,,,,,
2,Low,21,Low,35,Medium,25.03,Medium,91.54,High,6.29,Medium,179.82,High,coconut,,,,,,,,,,,,
10,Low,18,Low,35,Medium,27.80,High,99.65,High,6.38,Medium,181.69,High,coconut,,,,,,,,,,,,
7,Low,11,Low,32,Low,29.26,High,95.11,High,5.54,Low,184.76,High,coconut,,,,,,,,,,,,
39,Medium,5,Low,31,Low,27.10,Medium,93.70,High,5.55,Low,150.95,High,coconut,,,,,,,,,,,,
34,Medium,6,Low,27,Low,25.85,Medium,90.93,High,5.86,Low,147.89,High,coconut,,,,,,,,,,,,
31,Low,30,Medium,29,Low,26.59,Medium,90.99,High,5.56,Low,178.81,High,coconut,,,,,,,,,,,,
25,Low,7,Low,35,Medium,28.39,High,99.19,High,5.56,Low,189.67,High,coconut,,,,,,,,,,,,
16,Low,18,Low,26,Low,28.44,High,91.81,High,5.57,Low,145.54,High,coconut,,,,,,,,,,,,
26,Low,10,Low,33,Low,28.27,High,96.94,High,6.07,Low,198.82,High,coconut,,,,,,,,,,,,
27,Low,8,Low,32,Low,27.01,Medium,96.46,High,5.63,Low,144.33,High,coconut,,,,,,,,,,,,
37,Medium,18,Low,30,Low,27.64,High,99.35,High,6.38,Medium,157.92,High,coconut,,,,,,,,,,,,
19,Low,15,Low,34,Low,26.30,Medium,99.66,High,5.69,Low,215.92,High,coconut,,,,,,,,,,,,
0,Low,19,Low,33,Low,27.13,High,95.24,High,6.23,Medium,204.72,High,coconut,,,,,,,,,,,,
31,Low,20,Low,26,Low,25.57,Medium,97.61,High,6.44,Medium,199.79,High,coconut,,,,,,,,,,,,
9,Low,17,Low,32,Low,25.95,Medium,93.41,High,5.84,Low,172.05,High,coconut,,,,,,,,,,,,
22,Low,11,Low,29,Low,28.03,High,95.02,High,5.96,Low,218.01,High,coconut,,,,,,,,,,,,
31,Low,6,Low,26,Low,29.13,High,91.31,High,5.74,Low,157.24,High,coconut,,,,,,,,,,,,
34,Medium,6,Low,30,Low,27.08,Medium,97.00,High,5.95,Low,171.76,High,coconut,,,,,,,,,,,,
24,Low,6,Low,32,Low,28.11,High,90.02,Medium,6.39,Medium,172.48,High,coconut,,,,,,,,,,,,
1,Low,8,Low,26,Low,27.51,High,94.19,High,5.56,Low,156.67,High,coconut,,,,,,,,,,,,
31,Low,13,Low,33,Low,27.64,High,95.49,High,5.86,Low,205.55,High,coconut,,,,,,,,,,,,
10,Low,9,Low,28,Low,29.01,High,94.01,High,6.28,Medium,150.05,High,coconut,,,,,,,,,,,,
36,Medium,27,Medium,26,Low,26.58,Medium,95.79,High,6.25,Medium,171.63,High,coconut,,,,,,,,,,,,
38,Medium,24,Low,33,Low,28.29,High,97.00,High,5.97,Low,142.94,High,coconut,,,,,,,,,,,,
11,Low,6,Low,25,Low,28.69,High,96.65,High,6.08,Low,178.96,High,coconut,,,,,,,,,,,,
16,Low,14,Low,30,Low,29.71,High,96.30,High,6.37,Medium,209.85,High,coconut,,,,,,,,,,,,
33,Medium,14,Low,35,Medium,27.15,High,96.66,High,6.03,Low,149.24,High,coconut,,,,,,,,,,,,
16,Low,6,Low,29,Low,29.29,High,91.96,High,5.87,Low,132.15,High,coconut,,,,,,,,,,,,
32,Medium,11,Low,31,Low,25.07,Medium,93.31,High,6.21,Medium,134.84,High,coconut,,,,,,,,,,,,
38,Medium,14,Low,30,Low,26.92,Medium,91.20,High,5.57,Low,194.90,High,coconut,,,,,,,,,,,,
8,Low,6,Low,33,Low,28.28,High,93.65,High,6.10,Low,171.95,High,coconut,,,,,,,,,,,,
23,Low,6,Low,33,Low,29.18,High,92.73,High,6.03,Low,204.96,High,coconut,,,,,,,,,,,,
29,Low,25,Low,35,Medium,28.36,High,91.65,High,5.54,Low,160.73,High,coconut,,,,,,,,,,,,
24,Low,14,Low,33,Low,29.38,High,93.28,High,6.37,Medium,218.52,High,coconut,,,,,,,,,,,,
32,Medium,12,Low,30,Low,25.39,Medium,98.09,High,5.58,Low,218.08,High,coconut,,,,,,,,,,,,
30,Low,25,Low,31,Low,26.31,Medium,98.62,High,5.80,Low,208.12,High,coconut,,,,,,,,,,,,
14,Low,21,Low,35,Medium,29.53,High,91.91,High,6.12,Medium,194.31,High,coconut,,,,,,,,,,,,
27,Low,22,Low,29,Low,28.83,High,92.17,High,6.00,Low,145.42,High,coconut,,,,,,,,,,,,
40,Medium,5,Low,29,Low,28.48,High,97.77,High,5.82,Low,160.39,High,coconut,,,,,,,,,,,,
17,Low,11,Low,32,Low,28.74,High,93.40,High,5.62,Low,156.77,High,coconut,,,,,,,,,,,,
30,Low,30,Medium,35,Medium,25.01,Medium,95.59,High,6.00,Low,165.81,High,coconut,,,,,,,,,,,,
28,Low,10,Low,30,Low,29.87,High,91.15,High,6.31,Medium,192.77,High,coconut,,,,,,,,,,,,
39,Medium,7,Low,29,Low,27.54,High,94.59,High,6.36,Medium,150.20,High,coconut,,,,,,,,,,,,
32,Medium,20,Low,35,Medium,26.52,Medium,98.38,High,5.59,Low,144.63,High,coconut,,,,,,,,,,,,
7,Low,15,Low,32,Low,25.04,Medium,95.90,High,6.18,Medium,174.80,High,coconut,,,,,,,,,,,,
29,Low,17,Low,29,Low,29.20,High,95.67,High,5.96,Low,211.25,High,coconut,,,,,,,,,,,,
34,Medium,15,Low,34,Low,27.06,Medium,91.11,High,5.68,Low,224.70,High,coconut,,,,,,,,,,,,
14,Low,23,Low,25,Low,26.19,Medium,96.97,High,5.61,Low,135.42,High,coconut,,,,,,,,,,,,
18,Low,19,Low,29,Low,27.59,High,92.49,High,6.21,Medium,162.84,High,coconut,,,,,,,,,,,,
7,Low,21,Low,35,Medium,25.76,Medium,94.66,High,5.76,Low,131.25,High,coconut,,,,,,,,,,,,
24,Low,27,Medium,34,Low,28.88,High,95.11,High,6.20,Medium,145.06,High,coconut,,,,,,,,,,,,
39,Medium,29,Medium,29,Low,26.51,Medium,94.48,High,6.14,Medium,199.88,High,coconut,,,,,,,,,,,,
29,Low,8,Low,28,Low,26.87,Medium,91.73,High,6.10,Low,214.41,High,coconut,,,,,,,,,,,,
10,Low,24,Low,27,Low,27.57,High,94.90,High,5.71,Low,145.93,High,coconut,,,,,,,,,,,,
0,Low,29,Medium,32,Low,28.06,High,98.37,High,5.87,Low,171.65,High,coconut,,,,,,,,,,,,
32,Medium,11,Low,31,Low,29.52,High,92.56,High,6.46,Medium,131.21,High,coconut,,,,,,,,,,,,
37,Medium,10,Low,32,Low,28.96,High,95.16,High,6.17,Medium,222.80,High,coconut,,,,,,,,,,,,
20,Low,29,Medium,27,Low,25.10,Medium,92.36,High,6.05,Low,157.76,High,coconut,,,,,,,,,,,,
31,Low,29,Medium,35,Medium,27.19,High,92.20,High,6.14,Medium,141.32,High,coconut,,,,,,,,,,,,
17,Low,30,Medium,27,Low,29.03,High,90.79,High,5.89,Low,205.57,High,coconut,,,,,,,,,,,,
1,Low,12,Low,30,Low,27.75,High,95.95,High,5.56,Low,131.09,High,coconut,,,,,,,,,,,,
6,Low,13,Low,29,Low,27.31,High,99.97,High,5.83,Low,201.83,High,coconut,,,,,,,,,,,,
15,Low,28,Medium,32,Low,28.84,High,99.64,High,6.22,Medium,224.40,High,coconut,,,,,,,,,,,,
27,Low,24,Low,29,Low,26.61,Medium,96.97,High,6.14,Medium,191.01,High,coconut,,,,,,,,,,,,
3,Low,23,Low,30,Low,29.70,High,95.66,High,6.08,Low,215.20,High,coconut,,,,,,,,,,,,
8,Low,26,Medium,26,Low,25.55,Medium,91.64,High,5.70,Low,212.87,High,coconut,,,,,,,,,,,,
20,Low,28,Medium,26,Low,26.38,Medium,91.50,High,5.55,Low,167.05,High,coconut,,,,,,,,,,,,
26,Low,18,Low,27,Low,27.46,High,92.91,High,5.84,Low,142.14,High,coconut,,,,,,,,,,,,
1,Low,6,Low,35,Medium,27.02,Medium,95.72,High,6.23,Medium,147.17,High,coconut,,,,,,,,,,,,
27,Low,30,Medium,31,Low,28.99,High,90.74,High,5.72,Low,148.84,High,coconut,,,,,,,,,,,,
23,Low,7,Low,34,Low,26.11,Medium,91.52,High,5.85,Low,134.13,High,coconut,,,,,,,,,,,,
0,Low,26,Medium,31,Low,25.07,Medium,95.02,High,5.55,Low,192.90,High,coconut,,,,,,,,,,,,
38,Medium,6,Low,25,Low,25.55,Medium,96.93,High,6.16,Medium,191.30,High,coconut,,,,,,,,,,,,
25,Low,12,Low,26,Low,28.57,High,95.68,High,6.44,Medium,134.84,High,coconut,,,,,,,,,,,,
40,Medium,5,Low,32,Low,26.07,Medium,96.70,High,5.98,Low,143.53,High,coconut,,,,,,,,,,,,
0,Low,19,Low,31,Low,25.52,Medium,94.38,High,6.27,Medium,178.73,High,coconut,,,,,,,,,,,,
26,Low,9,Low,32,Low,25.95,Medium,94.74,High,6.47,Medium,144.16,High,coconut,,,,,,,,,,,,
35,Medium,30,Medium,34,Low,28.30,High,95.41,High,6.14,Medium,182.45,High,coconut,,,,,,,,,,,,
19,Low,30,Medium,30,Low,29.57,High,91.41,High,5.83,Low,224.83,High,coconut,,,,,,,,,,,,
31,Low,13,Low,33,Low,29.70,High,95.21,High,6.34,Medium,148.30,High,coconut,,,,,,,,,,,,
17,Low,29,Medium,26,Low,26.14,Medium,93.28,High,6.07,Low,195.41,High,coconut,,,,,,,,,,,,
2,Low,30,Medium,30,Low,26.00,Medium,94.80,High,6.33,Medium,209.54,High,coconut,,,,,,,,,,,,
30,Low,13,Low,25,Low,27.15,High,91.49,High,6.41,Medium,164.92,High,coconut,,,,,,,,,,,,
8,Low,15,Low,33,Low,28.97,High,98.10,High,5.50,Low,213.90,High,coconut,,,,,,,,,,,,
18,Low,12,Low,35,Medium,26.14,Medium,96.39,High,6.34,Medium,131.34,High,coconut,,,,,,,,,,,,
8,Low,28,Medium,30,Low,25.52,Medium,94.33,High,6.02,Low,135.13,High,coconut,,,,,,,,,,,,
40,Medium,22,Low,29,Low,27.56,High,99.98,High,5.74,Low,174.63,High,coconut,,,,,,,,,,,,
27,Low,10,Low,33,Low,27.81,High,97.48,High,6.47,Medium,154.06,High,coconut,,,,,,,,,,,,
21,Low,20,Low,31,Low,25.60,Medium,99.72,High,5.86,Low,165.82,High,coconut,,,,,,,,,,,,
3,Low,9,Low,35,Medium,26.92,Medium,99.85,High,6.32,Medium,225.63,High,coconut,,,,,,,,,,,,
22,Low,16,Low,27,Low,29.18,High,90.27,Medium,6.01,Low,188.93,High,coconut,,,,,,,,,,,,
27,Low,8,Low,30,Low,26.45,Medium,98.30,High,6.01,Low,221.23,High,coconut,,,,,,,,,,,,
22,Low,8,Low,33,Low,28.44,High,95.88,High,5.67,Low,203.93,High,coconut,,,,,,,,,,,,
28,Low,27,Medium,32,Low,28.94,High,93.00,High,5.76,Low,191.77,High,coconut,,,,,,,,,,,,
23,Low,21,Low,26,Low,26.45,Medium,93.45,High,5.90,Low,149.22,High,coconut,,,,,,,,,,,,
37,Medium,5,Low,34,Low,25.79,Medium,93.84,High,5.78,Low,152.42,High,coconut,,,,,,,,,,,,
19,Low,26,Medium,29,Low,26.93,Medium,98.80,High,5.67,Low,166.57,High,coconut,,,,,,,,,,,,
91,High,21,Low,26,Low,26.33,Medium,57.36,Low,7.26,High,191.65,High,coffee,,,,,,,,,,,,
107,High,21,Low,26,Low,26.45,Medium,55.32,Low,7.24,High,144.69,High,coffee,,,,,,,,,,,,
83,High,38,Medium,35,Medium,25.71,Medium,52.89,Low,7.19,High,136.73,High,coffee,,,,,,,,,,,,
108,High,24,Low,31,Low,24.13,Medium,56.18,Low,6.43,Medium,147.28,High,coffee,,,,,,,,,,,,
116,High,28,Medium,34,Low,23.44,Medium,60.40,Low,6.42,Medium,122.21,High,coffee,,,,,,,,,,,,
116,High,23,Low,25,Low,23.41,Medium,52.27,Low,6.87,High,139.37,High,coffee,,,,,,,,,,,,
109,High,31,Medium,27,Low,23.06,Low,50.41,Low,6.97,High,164.50,High,coffee,,,,,,,,,,,,
89,High,25,Low,34,Low,23.08,Low,63.66,Low,7.18,High,129.88,High,coffee,,,,,,,,,,,,
118,High,18,Low,32,Low,27.65,High,51.11,Low,6.35,Medium,122.84,High,coffee,,,,,,,,,,,,
111,High,32,Medium,34,Low,25.47,Medium,69.35,Low,6.39,Medium,171.38,High,coffee,,,,,,,,,,,,
84,High,36,Medium,28,Low,26.74,Medium,55.55,Low,6.12,Medium,140.63,High,coffee,,,,,,,,,,,,
85,High,33,Medium,25,Low,26.21,Medium,52.51,Low,6.91,High,189.09,High,coffee,,,,,,,,,,,,
99,High,15,Low,27,Low,27.04,Medium,57.28,Low,6.50,Medium,165.69,High,coffee,,,,,,,,,,,,
81,High,30,Medium,31,Low,24.65,Medium,51.94,Low,7.03,High,135.14,High,coffee,,,,,,,,,,,,
95,High,39,Medium,29,Low,27.35,High,55.99,Low,7.13,High,148.98,High,coffee,,,,,,,,,,,,
81,High,34,Medium,30,Low,25.18,Medium,62.26,Low,6.65,High,135.01,High,coffee,,,,,,,,,,,,
80,High,15,Low,28,Low,23.11,Low,68.00,Low,6.70,High,161.89,High,coffee,,,,,,,,,,,,
104,High,20,Low,26,Low,27.23,High,52.95,Low,7.49,High,175.73,High,coffee,,,,,,,,,,,,
109,High,29,Medium,28,Low,23.26,Low,60.52,Low,6.72,High,194.18,High,coffee,,,,,,,,,,,,
100,High,32,Medium,26,Low,25.23,Medium,57.53,Low,6.04,Low,124.23,High,coffee,,,,,,,,,,,,
100,High,24,Low,28,Low,25.60,Medium,57.73,Low,7.10,High,195.77,High,coffee,,,,,,,,,,,,
83,High,21,Low,28,Low,25.57,Medium,60.49,Low,7.47,High,190.23,High,coffee,,,,,,,,,,,,
120,High,23,Low,28,Low,25.67,Medium,51.29,Low,6.88,High,196.27,High,coffee,,,,,,,,,,,,
104,High,26,Medium,30,Low,24.41,Medium,62.66,Low,6.41,Medium,148.70,High,coffee,,,,,,,,,,,,
108,High,33,Medium,31,Low,23.69,Medium,66.76,Low,7.39,High,144.66,High,coffee,,,,,,,,,,,,
91,High,25,Low,26,Low,24.53,Medium,67.00,Low,7.48,High,180.51,High,coffee,,,,,,,,,,,,
86,High,26,Medium,27,Low,27.13,High,52.89,Low,6.08,Low,192.43,High,coffee,,,,,,,,,,,,
98,High,18,Low,27,Low,27.56,High,68.49,Low,6.52,Medium,167.44,High,coffee,,,,,,,,,,,,
111,High,27,Medium,31,Low,23.59,Medium,55.28,Low,6.04,Low,191.40,High,coffee,,,,,,,,,,,,
84,High,39,Medium,35,Medium,23.18,Low,52.14,Low,6.96,High,117.31,High,coffee,,,,,,,,,,,,
98,High,27,Medium,27,Low,24.71,Medium,51.29,Low,7.24,High,197.64,High,coffee,,,,,,,,,,,,
118,High,21,Low,34,Low,24.39,Medium,64.73,Low,7.23,High,119.63,High,coffee,,,,,,,,,,,,
103,High,27,Medium,31,Low,27.16,High,51.59,Low,6.69,High,126.18,High,coffee,,,,,,,,,,,,
82,High,24,Low,33,Low,26.54,Medium,67.10,Low,6.81,High,120.65,High,coffee,,,,,,,,,,,,
86,High,31,Medium,35,Medium,27.01,Medium,60.77,Low,6.49,Medium,191.45,High,coffee,,,,,,,,,,,,
88,High,35,Medium,35,Medium,27.56,High,58.46,Low,6.78,High,117.94,High,coffee,,,,,,,,,,,,
84,High,27,Medium,29,Low,23.32,Low,53.00,Low,7.17,High,168.26,High,coffee,,,,,,,,,,,,
120,High,40,Medium,33,Low,24.24,Medium,54.30,Low,6.73,High,115.16,High,coffee,,,,,,,,,,,,
106,High,40,Medium,30,Low,23.43,Medium,64.11,Low,6.78,High,122.68,High,coffee,,,,,,,,,,,,
113,High,21,Low,33,Low,26.02,Medium,55.83,Low,7.28,High,176.90,High,coffee,,,,,,,,,,,,
117,High,34,Medium,25,Low,24.84,Medium,56.77,Low,7.21,High,124.41,High,coffee,,,,,,,,,,,,
80,High,30,Medium,25,Low,26.24,Medium,65.64,Low,7.49,High,148.38,High,coffee,,,,,,,,,,,,
88,High,21,Low,27,Low,24.43,Medium,66.02,Low,7.23,High,181.64,High,coffee,,,,,,,,,,,,
113,High,33,Medium,34,Low,26.00,Medium,62.14,Low,6.56,Medium,153.48,High,coffee,,,,,,,,,,,,
87,High,23,Low,28,Low,26.22,Medium,62.27,Low,6.98,High,193.75,High,coffee,,,,,,,,,,,,
113,High,15,Low,29,Low,27.10,Medium,63.55,Low,6.78,High,190.24,High,coffee,,,,,,,,,,,,
98,High,29,Medium,30,Low,25.64,Medium,61.03,Low,6.22,Medium,199.47,High,coffee,,,,,,,,,,,,
97,High,29,Medium,27,Low,27.75,High,54.37,Low,7.21,High,139.86,High,coffee,,,,,,,,,,,,
85,High,35,Medium,32,Low,26.25,Medium,54.29,Low,6.85,High,133.11,High,coffee,,,,,,,,,,,,
82,High,29,Medium,35,Medium,26.67,Medium,52.24,Low,6.25,Medium,156.15,High,coffee,,,,,,,,,,,,
103,High,33,Medium,25,Low,27.10,Medium,55.75,Low,6.91,High,139.50,High,coffee,,,,,,,,,,,,
112,High,17,Low,28,Low,27.63,High,61.26,Low,6.78,High,196.65,High,coffee,,,,,,,,,,,,
99,High,19,Low,33,Low,27.54,High,55.52,Low,6.27,Medium,130.64,High,coffee,,,,,,,,,,,,
120,High,20,Low,34,Low,23.57,Medium,50.56,Low,6.91,High,130.38,High,coffee,,,,,,,,,,,,
114,High,27,Medium,28,Low,24.99,Medium,57.93,Low,7.16,High,192.87,High,coffee,,,,,,,,,,,,
100,High,40,Medium,35,Medium,27.56,High,54.41,Low,6.96,High,177.82,High,coffee,,,,,,,,,,,,
108,High,35,Medium,25,Low,23.98,Medium,61.11,Low,6.97,High,161.53,High,coffee,,,,,,,,,,,,
115,High,31,Medium,30,Low,24.23,Medium,67.38,Low,6.84,High,122.41,High,coffee,,,,,,,,,,,,
87,High,28,Medium,30,Low,25.60,Medium,68.66,Low,6.54,Medium,168.84,High,coffee,,,,,,,,,,,,
82,High,24,Low,26,Low,24.31,Medium,53.57,Low,6.09,Low,184.41,High,coffee,,,,,,,,,,,,
94,High,26,Medium,27,Low,26.37,Medium,52.26,Low,7.46,High,177.32,High,coffee,,,,,,,,,,,,
87,High,28,Medium,35,Medium,26.56,Medium,57.16,Low,6.76,High,152.06,High,coffee,,,,,,,,,,,,
118,High,40,Medium,35,Medium,26.35,Medium,58.51,Low,7.46,High,121.56,High,coffee,,,,,,,,,,,,
87,High,38,Medium,29,Low,25.20,Medium,57.88,Low,6.65,High,156.15,High,coffee,,,,,,,,,,,,
92,High,40,Medium,30,Low,23.36,Low,55.19,Low,6.03,Low,171.70,High,coffee,,,,,,,,,,,,
97,High,22,Low,26,Low,23.61,Medium,59.69,Low,6.07,Low,185.16,High,coffee,,,,,,,,,,,,
99,High,40,Medium,32,Low,24.18,Medium,69.95,Low,7.05,High,163.27,High,coffee,,,,,,,,,,,,
89,High,28,Medium,33,Low,26.44,Medium,53.84,Low,6.99,High,175.37,High,coffee,,,,,,,,,,,,
112,High,39,Medium,29,Low,26.12,Medium,63.37,Low,6.73,High,147.80,High,coffee,,,,,,,,,,,,
111,High,28,Medium,26,Low,27.77,High,64.48,Low,6.94,High,192.71,High,coffee,,,,,,,,,,,,
114,High,20,Low,26,Low,25.56,Medium,62.67,Low,7.28,High,193.59,High,coffee,,,,,,,,,,,,
117,High,26,Medium,30,Low,27.92,High,67.97,Low,7.08,High,115.23,High,coffee,,,,,,,,,,,,
111,High,29,Medium,31,Low,26.06,Medium,52.31,Low,6.14,Medium,161.34,High,coffee,,,,,,,,,,,,
119,High,30,Medium,28,Low,26.36,Medium,64.58,Low,6.51,Medium,163.63,High,coffee,,,,,,,,,,,,
116,High,40,Medium,33,Low,24.91,Medium,54.15,Low,7.04,High,129.55,High,coffee,,,,,,,,,,,,
95,High,37,Medium,35,Medium,27.31,High,68.42,Low,6.35,Medium,192.43,High,coffee,,,,,,,,,,,,
86,High,40,Medium,33,Low,26.14,Medium,52.26,Low,7.43,High,136.30,High,coffee,,,,,,,,,,,,
117,High,37,Medium,32,Low,23.11,Low,67.06,Low,6.79,High,162.58,High,coffee,,,,,,,,,,,,
105,High,18,Low,35,Medium,23.53,Medium,68.44,Low,6.74,High,171.88,High,coffee,,,,,,,,,,,,
109,High,23,Low,25,Low,25.12,Medium,68.48,Low,7.01,High,194.88,High,coffee,,,,,,,,,,,,
80,High,18,Low,31,Low,24.03,Medium,58.85,Low,7.30,High,134.68,High,coffee,,,,,,,,,,,,
101,High,31,Medium,26,Low,26.71,Medium,69.71,Low,6.86,High,158.86,High,coffee,,,,,,,,,,,,
103,High,33,Medium,33,Low,26.72,Medium,50.50,Low,7.13,High,126.81,High,coffee,,,,,,,,,,,,
93,High,26,Medium,27,Low,24.59,Medium,56.47,Low,7.29,High,137.70,High,coffee,,,,,,,,,,,,
104,High,35,Medium,28,Low,27.51,High,50.67,Low,6.98,High,144.00,High,coffee,,,,,,,,,,,,
116,High,36,Medium,25,Low,27.58,High,58.53,Low,6.17,Medium,156.68,High,coffee,,,,,,,,,,,,
107,High,38,Medium,29,Low,26.65,Medium,57.57,Low,6.35,Medium,145.11,High,coffee,,,,,,,,,,,,
101,High,33,Medium,33,Low,26.97,Medium,62.02,Low,6.91,High,142.86,High,coffee,,,,,,,,,,,,
107,High,31,Medium,31,Low,23.17,Low,52.98,Low,6.77,High,153.12,High,coffee,,,,,,,,,,,,
99,High,16,Low,30,Low,23.53,Medium,65.44,Low,6.39,Medium,186.17,High,coffee,,,,,,,,,,,,
103,High,40,Medium,30,Low,27.31,High,55.20,Low,6.35,Medium,141.48,High,coffee,,,,,,,,,,,,
118,High,31,Medium,34,Low,27.55,High,62.88,Low,6.12,Medium,181.42,High,coffee,,,,,,,,,,,,
106,High,21,Low,35,Medium,25.63,Medium,57.04,Low,7.43,High,188.55,High,coffee,,,,,,,,,,,,
116,High,38,Medium,34,Low,23.29,Low,50.05,Low,6.02,Low,183.47,High,coffee,,,,,,,,,,,,
97,High,35,Medium,26,Low,24.91,Medium,53.74,Low,6.33,Medium,166.25,High,coffee,,,,,,,,,,,,
107,High,34,Medium,32,Low,26.77,Medium,66.41,Low,6.78,High,177.77,High,coffee,,,,,,,,,,,,
99,High,15,Low,27,Low,27.42,High,56.64,Low,6.09,Low,127.92,High,coffee,,,,,,,,,,,,
118,High,33,Medium,30,Low,24.13,Medium,67.23,Low,6.36,Medium,173.32,High,coffee,,,,,,,,,,,,
117,High,32,Medium,34,Low,26.27,Medium,52.13,Low,6.76,High,127.18,High,coffee,,,,,,,,,,,,

104,High,18,Low,30,Low,23.60,Medium,60.40,Low,6.78,High,140.94,High,coffee,,,,,,,,,,,,
